Key,Item Type,Publication Year,authors,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,keywords,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
X457QHPR,journalArticle,2023,"Thomas, Anjali; McDonald, Adrian; Renwick, James; Tradowsky, Jordis S.; Bodeker, Greg E.; Rosier, Suzanne",Increasing temperature extremes in New Zealand and their connection to synoptic circulation features,International Journal of Climatology,,"0899-8418, 1097-0088",10.1002/joc.7908,https://rmets.onlinelibrary.wiley.com/doi/10.1002/joc.7908,"Abstract             Extreme temperature events (ETEs) have evolved alongside the warming climate over most parts of the world. This study provides a statistical quantification of how human influences have changed the frequencies of extreme temperatures in New Zealand, depending on the synoptic weather types. We use the ensembles under pre‐industrial conditions (natural scenarios with no human‐induced changes) and present‐day conditions (anthropogenic scenarios) from the weather@home regional climate model. The ensemble simulations under these two scenarios are used to identify how human influences have impacted the frequency and intensity of extreme temperatures based on their connection to different large‐scale circulation patterns derived using self‐organizing maps (SOMs). Over New Zealand, an average two to three fold rise in frequencies of extremes occurs irrespective of seasons due to anthropogenic influence with a mean temperature increase close to 1°C. For some synoptic situations, the frequency of extremes are especially enhanced; in particular, for low‐pressure centres to the northeast of New Zealand where the frequency of occurrence of daily temperature extremes has increased by a factor of 7 between anthropogenic and natural ensembles for the winter season, though these synoptic patterns rarely occur. For low‐pressure centres to the northwest of New Zealand, we observe high temperatures frequently in both anthropogenic and natural ensembles which we expect is probably associated with warm air advection from the Tropics. The frequency of occurrence of high temperatures in these synoptic patterns has also increased by a factor of 2 between the natural and anthropogenic ensembles. For these synoptic states, the extremes are observed in the North Island and along the east coast of the country with the highest temperature along the Canterbury coast and Northland. The change between the natural and anthropogenic ensembles is largest on the west coast along the Southern Alps for all the synoptic circulation types.",15/03/2023,7/05/2023 8:04,30/05/2024 1:07,15/04/2024 5:42,1251-1272,,3,43,,Intl Journal of Climatology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\GMMJ4A6T\Thomas et al. - 2023 - Increasing temperature extremes in New Zealand and.pdf,,,atmospheric circulation; attribution; climate change; extreme temperature; natural and anthropogenic scenario; New Zealand; self-organizing maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2D7Q5ZG,journalArticle,2023,"Crandall, Eric D; Toczydlowski, Rachel H; Liggins, Libby; Holmes, Ann E; Ghoojaei, Maryam; Gaither, Michelle R; Wham, Briana E; Pritt, Andrea L; Noble, Cory; Anderson, Tanner J; Barton, Randi L; Berg, Justin T; Beskid, Sofia G; Delgado, Alonso; Farrell, Emily; Himmelsbach, Nan; Queeno, Samantha R; Trinh, Thienthanh; Weyand, Courtney; Bentley, Andrew; Deck, John; Riginos, Cynthia; Bradburd, Gideon S; Toonen, Robert J",Importance of timely metadata curation to the global surveillance of genetic diversity,Conservation biology : the journal of the Society for Conservation Biology,,1523-1739,10.1111/cobi.14061,https://pubmed.ncbi.nlm.nih.gov/36704891,"Genetic diversity within species represents a fundamental yet underappreciated level of biodiversity. Because genetic diversity can indicate species resilience to changing climate, its measurement is relevant to many national and global conservation policy targets. Many studies produce large amounts of genome-scale genetic diversity data for wild populations, but most (87%) do not include the associated spatial and temporal metadata necessary for them to be reused in monitoring programs or for acknowledging the sovereignty of nations or Indigenous peoples. We undertook a distributed datathon to quantify the availability of these missing metadata and to test the hypothesis that their availability decays with time. We also worked to remediate missing metadata by extracting them from associated published papers, online repositories, and direct communication with authors. Starting with 848 candidate genomic data sets (reduced representation and whole genome) from the International Nucleotide Sequence Database Collaboration, we determined that 561 contained mostly samples from wild populations. We successfully restored spatiotemporal metadata for 78% of these 561 data sets (n = 440 data sets with data on 45,105 individuals from 762 species in 17 phyla). Examining papers and online repositories was much more fruitful than contacting 351 authors, who replied to our email requests 45% of the time. Overall, 23% of our email queries to authors unearthed useful metadata. The probability of retrieving spatiotemporal metadata declined significantly as age of the data set increased. There was a 13.5% yearly decrease in metadata associated with published papers or online repositories and up to a 22% yearly decrease in metadata that were only available from authors. This rapid decay in metadata availability, mirrored in studies of other types of biological data, should motivate swift updates to data-sharing policies and researcher practices to ensure that the valuable context provided by metadata is not lost to conservation science forever.",2023-08,14/04/2024 23:07,30/05/2024 1:07,,e14061-e14061,,4,37,,Conserv Biol,,,,,,,,eng,,,PubMed,36704891,,,Number: 4 Edition: 2023/03/10 Place: United States,,; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751740/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751740/,evolution; Humans; 《生物多样性公约》; *Conservation of Natural Resources; *Metadata; biodiversidad; biodiversity; Biodiversity; conservation genetics; Convenio sobre la Diversidad Biológica; Convention on Biological Diversity; datos abiertos; digital sequence information; diversidad genética; ecología molecular; evolución; genetic diversity; Genetic Variation; información de secuencia digital; metadata; metadatos; molecular ecology; open data; Probability; 保护遗传学; 元数据; 分子生态学; 开放数据; 数字序列信息; 演化; 遗传多样性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2IGDR9ND,journalArticle,2023,"Reyden, Carrie A. R.; Delorme, Natalí J.; South, Paul M.; Aguirre, J. David","Impacts of seeding density on the oxidative stress response of the Greenshell™ mussel, Perna canaliculus",Aquaculture International,,"0967-6120, 1573-143X",10.1007/s10499-023-01078-8,https://link.springer.com/10.1007/s10499-023-01078-8,"Abstract                            The Greenshell™ mussel,               Perna canaliculus               , is the most lucrative aquaculture species in New Zealand; however, losses of commercial juvenile mussels (spat) are common and can drastically reduce the yield of adults. Modification of seeding density is a potential method to manage loss of spat (~ 1–20-mm shell length), by reducing biofouling and intraspecific competition. Understanding the stress responses of spat in production systems during the early stages of aquaculture is a high priority for mussel farmers who aim to manage and optimise mussel production. Here, the effects of seeding density (low: 257, mid: 515, and high: 1030 mussels 10 cm               −1               of culture rope), space (depth, site), and time (December 2019 and February 2020) on oxidative stress responses (total antioxidant capacity [TAC] and lipid peroxidation [LP] biomarkers) in spat and their viability (freshwater immersion test) were assessed in the Marlborough Sounds, New Zealand. The effect of seeding density on TAC was variable among depths, sites, and times, whereas seeding density had no impact on LP. In late summer (February 2020), oxidative stress appeared to be higher compared to early summer (December 2019). This indicates that mussels were exposed to more stressful conditions later in summer, although this did not reduce their short-term viability. This research found that seeding density had no major impact on oxidative stress biomarkers and suggests that stress responses and viability of Greenshell™ mussel spat during the summer months are not affected by the seeding density levels measured in this study.",2023-08,14/04/2024 23:07,30/05/2024 1:06,15/04/2024 5:40,2127-2143,,4,31,,Aquacult Int,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\WJXP9N88\Reyden et al. - 2023 - Impacts of seeding density on the oxidative stress.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H28DWQEW,journalArticle,2023,"Thorpe, Holly; O’Leary, Grace; Ahmad, Nida; Nemani, Mihi Joy","“If You Didn’t Exercise during Lockdown, What Were You Even Doing?”: Young Women, Sport, and Fitness in Pandemic Times",Youth,,2673-995X,10.3390/youth3030055,https://www.mdpi.com/2673-995X/3/3/55,"Sports and physical activity organizations around the world have expressed concern that the COVID-19 pandemic has significantly impacted girls and young women’s participation, with relatively fewer young women returning to sport post-lockdowns than their male counterparts. The purpose of this research is to understand how young women’s experiences of sport and physical activity were impacted by extended and repeated lockdowns, considerable social disruption, and ongoing risks of contagion. Our research draws upon interviews and focus groups with 44 young women (16–24 years) living in Aotearoa New Zealand during the pandemic. Recognizing that young women’s opportunities and experiences of sport and fitness (before, during and after the pandemic) vary considerably based on a range of socio-cultural factors, our sample was intentionally diverse, inviting young women from different ethnic and religious backgrounds, from rural and urban settings, and with a range of pre-pandemic sport and fitness experiences. Engaging an intersectional and affective sensibility, we reveal the complex ways that the pandemic impacted the young women’s embodied, relational and affective experiences of sport and fitness. Contrary to recent concerns about young women dropping out from sport and physical activity, our research reveals the varied ways the pandemic shifted young women’s relations with their own and others’ moving bodies, transforming their relationships with sport and fitness, with renewed understandings of the importance of physical activity for joy, connection, and wellbeing.",19/07/2023,15/04/2024 5:44,30/05/2024 1:06,15/04/2024 5:44,847-868,,3,3,,Youth,"“If You Didn’t Exercise during Lockdown, What Were You Even Doing?",,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,"C:\Users\User\Zotero\storage\A5XRCZKI\Thorpe et al. - 2023 - “If You Didn’t Exercise during Lockdown, What Were.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2JSZIZF,presentation,2023,"Whitehead, Jesse",Health geography at Te Ngira Institute for Population Research: A snapshot of recent work,,,,,,,2023-07,14/04/2024 23:07,30/05/2024 1:06,,,,,,,,,,,,,,"Perth, Australia",en,,Conference Paper,,,,,Presenters: _:n34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institute of Australian Geographers Conference,,,,,,,,,,,,,,,,
M4UXMUB4,presentation,2023,"Rarere, Moana; Whitehead, Jesse",He Raraunga Hāpori - Understanding demographic change and social service provision for Māori communities in the regions,,,,,,,2023-08,14/04/2024 23:07,30/05/2024 1:06,,,,,,,,,,,,,,"Auckland, New Zealand",en,,Conference Paper,,,,,Presenters: _:n58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZPopCon23,,,,,,,,,,,,,,,,
A5L33UC4,journalArticle,2023,"Wiles, Siouxsie; Morris, Toby; Priestley, Rebecca",Going viral: A science communication collaboration in the era of COVID-19 and social media,Frontiers in Communication,,2297-900X,10.3389/fcomm.2023.1087120,https://www.frontiersin.org/articles/10.3389/fcomm.2023.1087120/full,"On 9 March 2020, 2 days before the World Health Organization declared COVID-19 a global pandemic, two of the authors (microbiologist and infectious diseases expert Associate Professor Siouxsie Wiles and cartoonist Toby Morris) released their first output together: an animated GIF (Graphics Interchange Format) known as “Flatten the Curve”. The graphic went viral on Twitter with over 10 million impressions in 3 days. Flatten the Curve was the first of more than 70 graphics produced by our collaboration, all designed as accessible visual communication about COVID-19. The graphics, all released under a Creative Commons CC-BY-SA-4.0 license, have been translated into multiple languages, used by communities, politicians, and public health officials around the world, and the collaborators have won multiple awards for their work.",27/02/2023,10/05/2023 4:23,30/05/2024 1:06,15/04/2024 5:46,1087120,,,8,,Front. Commun.,Going viral,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\9TTVX6EH\Wiles et al. - 2023 - Going viral A science communication collaboration.pdf; C:\Users\User\Zotero\storage\29EBBK5C\Wiles et al. - 2023 - Going viral A science communication collaboration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27953TJ,journalArticle,2023,"Stuart, Katarina C.; Hofmeister, Natalie R.; Zichello, Julia M.; Rollins, Lee A.",Global invasion history and native decline of the common starling: insights through genetics,Biological Invasions,,"1387-3547, 1573-1464",10.1007/s10530-022-02982-5,https://link.springer.com/10.1007/s10530-022-02982-5,"Abstract                            Few invasive birds are as globally successful as the Common or European Starling (               Sturnus vulgaris               ). Native to the Palearctic, the starling has been intentionally introduced to North and South America, South Africa, Australia, and the Pacific Islands, enabling us to explore species traits that may contribute to its invasion success. Coupling the rich studies of life history and more recent explorations of genomic variation among invasions, we illustrate how eco-evolutionary dynamics shape the invasion success of this long-studied and widely distributed species. Especially informative is the comparison between Australian and North American invasions, because these populations colonized novel ranges concurrently and exhibit shared signals of selection despite distinct population histories. In this review, we describe population dynamics across the native and invasive ranges, identify putatively selected traits that may influence the starling’s spread, and suggest possible determinants of starling success world-wide. We also identify future opportunities to utilize this species as a model for avian invasion research, which will inform our understanding of species’ rapid evolution in response to environmental change.",2023-05,14/04/2024 23:07,30/05/2024 1:05,15/04/2024 5:41,1291-1316,,5,25,,Biol Invasions,Global invasion history and native decline of the common starling,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\CZQ28VSG\Stuart et al. - 2023 - Global invasion history and native decline of the .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVV6MV6P,journalArticle,2023,"Carlin, Thomas F.; Bufford, Jennifer L.; Hulme, Philip E.; Godsoe, William K.",Global assessment of three Rumex species reveals inconsistent climatic niche shifts across multiple introduced ranges,Biological Invasions,,"1387-3547, 1573-1464",10.1007/s10530-022-02893-5,https://link.springer.com/10.1007/s10530-022-02893-5,"Abstract                            Climatic niche shifts occur when species occupy different climates in the introduced range than in their native range. Climatic niche shifts are known to occur across a range of taxa, however we do not currently understand whether climatic niche shifts can consistently be predicted across multiple introduced ranges. Using three congeneric weed species, we investigate whether climatic niche shifts in one introduced range are consistent in other ranges where the species has been introduced. We compared the climatic conditions occupied by               Rumex conglomeratus               ,               R. crispus               , and               R. obtusifolius               between their native range (Eurasia) and three different introduced ranges (North America, Australia, New Zealand). We considered metrics of niche overlap, expansion, unfilling, pioneering, and similarity to determine whether climatic niche shifts were consistent across ranges and congeners. We found that the presence and direction of climatic niche shifts was inconsistent between introduced ranges for each species. Within an introduced range, however, niche shifts were qualitatively similar among species. North America and New Zealand experienced diverging niche expansion into drier and wetter climates respectively, whilst the niche was conserved in Australia. This work highlights how unique characteristics of an introduced range and local introduction history can drive different niche shifts, and that comparisons between only the native and one introduced range may misrepresent a species’ capacity for niche shifts. However, predictions of climatic niche shifts could be improved by comparing related species in the introduced range rather than relying on the occupied environments of the native range.",2023-01,14/04/2024 23:07,30/05/2024 1:05,15/04/2024 5:28,79-96,,1,25,,Biol Invasions,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\BK278QM8\Carlin et al. - 2023 - Global assessment of three Rumex species reveals i.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXR3ILY7,presentation,2023,"Whitehead, Jesse; Montgomery, H.",GIS and spatial analysis to support mana whenua (Indigenous) aspirations for thriving regions,,,,,,,2023-07,14/04/2024 23:07,30/05/2024 1:05,,,,,,,,,,,,,,"Perth, Australia",en,,Conference Paper,,,,,Presenters: _:n38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institute of Australian Geographers Conference,,,,,,,,,,,,,,,,
2M5N57L8,journalArticle,2023,"Pearson, Rose A.; Smart, Graeme; Wilkins, Matt; Lane, Emily; Harang, Alice; Bosserelle, Cyprien; Cattoën, Céline; Measures, Richard",GeoFabrics 1.0.0: An open-source Python package for automatic hydrological conditioning of digital elevation models for flood modelling,Environmental Modelling & Software,,13648152,10.1016/j.envsoft.2023.105842,https://linkinghub.elsevier.com/retrieve/pii/S1364815223002281,,2023-12,14/04/2024 23:07,30/05/2024 1:05,15/04/2024 5:40,105842,,,170,,Environmental Modelling & Software,GeoFabrics 1.0.0,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9FNRK5TV,journalArticle,2023,"Emerling, Christopher A; Gibb, Gillian C; Tilak, Marie-Ka; Hughes, Jonathan J; Kuch, Melanie; Duggan, Ana T; Poinar, Hendrik N; Nachman, Michael W; Delsuc, Frédéric",Genomic data suggest parallel dental vestigialization within the xenarthran radiation,Peer Community Journal,,2804-3871,10.24072/pcjournal.303,http://dx.doi.org/10.24072/pcjournal.303,,29/08/2023,14/04/2024 23:07,30/05/2024 1:04,,,,,3,,,,,,,,,,,,,,,,,Publisher: Peer Community In,,C:\Users\User\Zotero\storage\72NVZQXH\Emerling et al. - 2023 - Genomic data suggest parallel dental vestigializat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6EB2WPQD,journalArticle,2023,"Li-Williams, Scarlett; Stuart, Katarina C.; Comte, Sebastien; Forsyth, David M.; Dawson, Michelle; Sherwin, William B.; Rollins, Lee A.",Genetic analysis reveals spatial structure in an expanding introduced rusa deer population,Wildlife Research,,"1035-3712, 1448-5494",10.1071/WR22128,https://www.publish.csiro.au/WR/WR22128,"Context   Rusa deer (Cervus timorensis), originally introduced in the 1860s, are still spreading in eastern Australia. The expanding peri-urban rusa deer population in the Illawarra region of New South Wales, Australia is having undesirable impacts on human and ecological communities, but the spatial structure of this population has not been investigated. Genetic information on invasive species is potentially useful in identifying management units to mitigate undesirable impacts.     Aims   The aim of this study was to investigate population structure, characterise dispersal, and determine if natural and human-made landscape features affected gene flow in rusa deer invading the Illawarra region of New South Wales.     Methods   We used reduced representation sequencing (DArT-Seq) to analyse single nucleotide polymorphisms distributed throughout the genomic DNA of rusa deer culled during a management program. We used admixture and Principal Component Analyses to investigate population structure with respect to natural and human-made landscape features, and we investigated whether our genetic data supported the presence of sex-biased dispersal.     Key results   Genetic diversity was highest in the north, near the original introduction site. A railway line demarcated restricted gene flow. Surprisingly, the Illawarra escarpment, a prominent landscape feature, did not restrict gene flow. There was no evidence of sex-biased dispersal and seven individuals were identified as genetic outliers.     Conclusions   The genetic structure of the Illawarra rusa deer population is consistent with individuals spreading south from their introduction site in Royal National Park. The population is not panmictic, and a landscape feature associated with urbanisation was associated with increased spatial genetic structure. Outliers could indicate hybridisation or secondary incursion events.     Implications   Rusa deer can be expected to continue invading southwards in the Illawarra region, but landscape features associated with urbanisation might reduce dispersal across the landscape. The genetic structuring of the population identified three potential management units on which to prioritise ground shooting operations.",10/07/2023,14/04/2024 23:07,30/05/2024 1:04,15/04/2024 5:35,757-769,,9,50,,Wildlife Res.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\XUFGQ3VS\Li-Williams et al. - 2023 - Genetic analysis reveals spatial structure in an e.pdf,,,,"Nugent, Graham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IU9XA7BC,journalArticle,2023,"Russell, Peter; Horvat, Christopher",Extreme South Pacific Phytoplankton Blooms Induced by Tropical Cyclones,Geophysical Research Letters,,"0094-8276, 1944-8007",10.1029/2022GL100821,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2022GL100821,"Abstract                            Wind‐driven mixing and Ekman pumping driven by slow‐moving tropical cyclones (TCs) can bring nutrients to the euphotic zone, promoting phytoplankton blooms (TC‐PBs) observable by satellite remote sensing. We examine an exceptional (               z               ‐score = 18–48) TC‐PB induced by category‐1 Cyclone Oma near the South Pacific island of Vanuatu in February 2019, the most extreme event in the observed satellite record of South Pacific surface Chlorophyll‐               a               (Chl‐               a               ). Examining all 156 South Pacific TC since 1997, we identify a “hover” parameter derivable from storm track data correlated with post‐TC surface Chl‐               a               (               r                = 0.84). Using a data set of synthetic storm tracks, we show revisit times for South Pacific TC‐PBs are O(250) years and O(1,500) years for Oma‐scale TC‐PBs. The episodic, extreme, but consistent nature of such events means they may imprint on sediment records. If so, we show their signature could be used to reconstruct past TC variability assuming near‐stationarity of TC statistics.                        ,              Plain Language Summary                            We demonstrate that a relatively weak Tropical Cyclone, Oma, produced the most extreme primary production event observed in the South Pacific satellite record of surface Chlorophyll‐               a               . We examined all 156 South Pacific tropical cyclones since 1997—finding 15 storms had blooms in their wake, although none compared to the response in the wake of Oma. Phytoplankton blooms require specific conditions for formation, namely that they “hover” in place over a long enough period of time, so that wind‐driven upwelling of nutrient‐rich deep water can enter the sunlit surface layers of the ocean and promote photosynthesis. We can characterize the “hovering” of cyclones using a simple parameter derived from location data alone, and so we examine a 10,000‐year synthetic data set of 96,000 South Pacific tropical cyclone tracks to explore the recurrence period of these blooms in current climate. We find that Oma‐type blooms recur only once in 1,500–2,000 years. If biological material from these extreme events reaches the sea floor, the rare but consistent nature of such blooms may be visible in the sedimentary record and help constrain past variability in tropical cyclones.                        ,              Key Points                                                                                     An extreme (σ > 18) surface Chlorophyll‐                     a                     event was observed following Tropical Cyclone Oma passing near Vanuatu in 2019                                                                        South Pacific chlorophyll response is correlated to a “hover” parameter derivable from storm track data alone                                                     Oma‐sized blooms recur on millennial and longer timescales, and may imprint on the sedimentary record",16/03/2023,14/04/2024 23:07,30/05/2024 1:04,15/04/2024 5:40,e2022GL100821,,5,50,,Geophysical Research Letters,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
